,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
3298,Stanford,A.M. Statistics,Masters,F17,Accepted,E-mail,9 Mar 2017,A,9 Mar 2017,shaking out of excitement :'),,,,,
3299,Stanford,MS Statistics,Masters,F17,Accepted,E-mail,9 Mar 2017,U,9 Mar 2017,,,170.0,168.0,5.0,
3300,Stanford,Statistics,Masters,F17,Wait listed,E-mail,9 Mar 2017,A,9 Mar 2017,If you're not going... much appreciated,,,,,
3301,Stanford,Statistics-Data Science,Masters,F17,Accepted,E-mail,9 Mar 2017,A,9 Mar 2017,"Awesome, but most likely not going",,,,,
3302,UC Berkeley,A.M Statistics,Masters,F17,Accepted,E-mail,9 Mar 2017,I,9 Mar 2017,Attached letter says March 2nd but I just received the email today,,,,,
3303,Rutgers (New Brunswick),Statistics(FSRM),Masters,F17,Accepted,E-mail,7 Mar 2017,I,9 Mar 2017,,3.8,163.0,165.0,4.0,
3304,University Of Washington Seattle,MSc In Statistics (Advanced Methods And Data Analysis),Masters,F17,Rejected,E-mail,9 Mar 2017,I,9 Mar 2017,,,,,,
3305,JHU (Johns Hopkins),Applied Mathematics And Statistics,Masters,F17,Rejected,E-mail,9 Mar 2017,A,9 Mar 2017,,,,,,
3306,Stanford,A.M Statistics,Masters,F17,Rejected,E-mail,9 Mar 2017,U,9 Mar 2017,,,,,,
3307,Duke,A.M Statistics,Masters,F17,Rejected,E-mail,9 Mar 2017,U,9 Mar 2017,,,,,,
3308,UC Berkeley,A.M Statistics,Masters,F17,Accepted,E-mail,9 Mar 2017,I,9 Mar 2017,,3.87,156.0,170.0,3.0,880.0
3309,Stanford Univerisity,A.M Statistics,Masters,F17,Rejected,E-mail,9 Mar 2017,I,9 Mar 2017,,3.87,156.0,170.0,3.0,880.0
3310,Duke Univeristy,A.M Statistics,Masters,F17,Accepted,E-mail,7 Mar 2017,I,9 Mar 2017,,3.87,156.0,170.0,3.0,880.0
3311,"University Of Michigan, Ann Arbor",A.M Statistics,Masters,F17,Accepted,E-mail,3 Mar 2017,I,9 Mar 2017,,3.87,156.0,170.0,3.0,880.0
3312,UC Davis,Statistics,PhD,F17,Accepted,E-mail,8 Mar 2017,A,9 Mar 2017,"Offered NSF-RTG Fellowship, too!",,,,,
3313,UC Berkeley,A.M Statistics,Masters,F17,Accepted,E-mail,9 Mar 2017,U,9 Mar 2017,,,168.0,170.0,5.0,
3314,Stanford University,Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,I,8 Mar 2017,"Thank you for your application to the Statistics Master's degree program at Stanford. The review of applications is now complete. After careful consideration, we regret to inform you that the department is unable to offer you admission. Our admissions process is thorough and as fair as possible, however, with the increased number of applicants we received, the selection process becomes even more rigorous and ultimately we must make the difficult decision and turn down many promising applicants.",,,,,
3315,Stanford,MS Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,I,8 Mar 2017,,,,,,
3316,Stanford,Statistics (Data Science),Masters,F17,Rejected,E-mail,8 Mar 2017,A,8 Mar 2017,,,,,,
3317,Stanford,A.M Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,"expected, but still sad :(",,,,,
3318,Stanford University,A.M Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,,,,,,
3319,Stanford,Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,A,8 Mar 2017,,,,,,
3320,Stanford University,Statistics,Masters,F17,Accepted,E-mail,8 Mar 2017,U,8 Mar 2017,,,,,,
3321,Stanford,Statistics,Masters,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,,,,,,
3322,UC Davis,Statistics,PhD,F17,Accepted,E-mail,8 Mar 2017,A,8 Mar 2017,,,,,,
3323,Stanford,Statistics (Data Science),Masters,F17,Rejected,E-mail,8 Mar 2017,A,8 Mar 2017,,,,,,
3324,University Of Washington Seattle,Statistics (Advanced Methods And Data Analysis),Masters,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,,,,,,
3325,Cornell University,Applied Statistics MPS,Masters,F17,Rejected,E-mail,1 Mar 2017,A,8 Mar 2017,Also suggested I apply to MS in Biostatistics and Data Science,3.57,170.0,163.0,5.0,
3326,"""University Of Washington Seattle",Statistics (Advanced Methods And Data Analysis),Masters,F17,Accepted,E-mail,21 Feb 2017,A,8 Mar 2017,,3.57,170.0,163.0,5.0,
3327,Duke University,Statistics (Statistical Science),Masters,F17,Rejected,E-mail,7 Mar 2017,A,8 Mar 2017,email to check website for decision,3.57,170.0,163.0,5.0,
3328,JHU (Johns Hopkins),Applied Mathematics And Statistics,Masters,F17,Accepted,E-mail,8 Mar 2017,,8 Mar 2017,"Half-tuition fee waived, and partial Health Insurance support",,,,,
3329,The University Of Wisconsin - Madison,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,,,,,,
3330,Columbia University,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,Email to check website.,,,,,
3331,ีUniversity Of Wisconsin - Madison,A.M Statistics,PhD,F17,Accepted,E-mail,8 Mar 2017,I,8 Mar 2017,no funding,,,,,
3332,Columbia University,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,,8 Mar 2017,Email to check website,,,,,
3333,Columbia  University,A.M Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,U,8 Mar 2017,check website,,,,,
3334,Columbia University,A.M Statistics,PhD,F17,Rejected,Website,8 Mar 2017,A,8 Mar 2017,Email to check website,3.86,164.0,161.0,4.0,
3335,Columbia  University,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,I,8 Mar 2017,Email to check website.,,,,,
3336,State University Of New York At Stony Brook (SUNY),Applied Math & Statistics,PhD,F17,Accepted,E-mail,3 Mar 2017,A,8 Mar 2017,,3.9,163.0,165.0,5.0,
3337,Columbia,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,A,8 Mar 2017,Email to check website.,,,,,
3338,Rochester University,Statistics,PhD,F17,Rejected,E-mail,8 Mar 2017,I,8 Mar 2017,,,,,,
3339,University Of Chicago,Statistics,PhD,F17,Wait listed,E-mail,8 Mar 2017,A,8 Mar 2017,Email to check website.,4.0,165.0,165.0,4.5,
3340,"University Of California, Berkeley (UCB)",Statistics,PhD,F17,Rejected,E-mail,7 Mar 2017,A,8 Mar 2017,No subject GRE.,3.64,170.0,170.0,5.0,
3341,UC Berkeley,Statistics,PhD,F17,Rejected,E-mail,7 Mar 2017,A,8 Mar 2017,,,,,,
3342,UC Berkeley,Statistics,PhD,F17,Rejected,Website,7 Mar 2017,U,8 Mar 2017,,,160.0,168.0,0.0,
3343,"Columbia  University, Teachers College",Applied Statistics,Masters,F17,Accepted,E-mail,7 Mar 2017,A,7 Mar 2017,email to check status -- will turn down,,,,,
3344,University Of Minnesota - Twin Cities (UMN),Statistics,PhD,F17,Rejected,Website,7 Mar 2017,A,7 Mar 2017,Blanket rejection letter uploaded to website,,,,,
3345,Stanford University,Statistics,Masters,F17,Other,E-mail,7 Mar 2017,I,7 Mar 2017,Did any Masters applicant heard from the statistics department so far? Did they talk about the end of this week or not?,,,,,
3346,University Of Chicago,Statistics,PhD,F17,Wait listed,E-mail,7 Mar 2017,A,7 Mar 2017,Close but no cigar,,,,,
3347,University Of Chicago,Statistics,PhD,F17,Rejected,E-mail,7 Mar 2017,A,7 Mar 2017,Still don't have a decision on my Master's application.,,,,,
3348,UC Berkeley,Statistics,PhD,F17,Rejected,E-mail,7 Mar 2017,A,7 Mar 2017,Expected.,,,,,
3349,UC Berkeler,Statistics,PhD,F17,Rejected,Website,7 Mar 2017,A,7 Mar 2017,Emailed yesterday asking when to expect results. Generic email today saying to check website. Good luck to everyone else!,,,,,
3350,UC Berkeley,Statistics,PhD,F17,Rejected,Website,7 Mar 2017,,7 Mar 2017,,,,,,
3351,UC Berkeley,Statistics,PhD,F17,Rejected,Website,7 Mar 2017,A,7 Mar 2017,,,,,,
3352,Berkeley (UCB),Statistics,PhD,F17,Rejected,Other,7 Mar 2017,U,7 Mar 2017,made a phone call asking for decision. got an email with link to decision 5 minutes later.,,,,,
3353,McMaster University,Statistics,Masters,F17,Accepted,E-mail,7 Mar 2017,O,7 Mar 2017,"Canadian PR. Grad Scholarship 6K, TAship 11.3K+, and RAship 5K. As Now I am taking three non-degree courses at the UBC, the offer is conditional on having 72%+ in all of them.",,,,,
3354,UC Berkeley,Statistics,PhD,F17,Rejected,E-mail,7 Mar 2017,,7 Mar 2017,Email to check website,,,,,
3355,University Of Chicago,A.M Statistics,PhD,F17,Wait listed,E-mail,7 Mar 2017,A,7 Mar 2017,,,,,,
3356,UC Davis,A.M Statistics,PhD,F17,Other,Other,6 Mar 2017,,7 Mar 2017,Was told by a professor they are working on some offer letters. Not given a date to expect decision.,,,,,
3357,Duke,A.M. Statistics,Masters,F17,Rejected,E-mail,7 Mar 2017,A,7 Mar 2017,Emailed them asking for a decision so I could get back to other schools... looks like the decision was a hard 'no' lol,,165.0,163.0,5.5,
3358,Duke University,A.M Statistics,Masters,F17,Rejected,E-mail,7 Mar 2017,I,7 Mar 2017,,,,,,
3359,UC Davis,Statistics,PhD,F17,Other,Other,7 Mar 2017,O,7 Mar 2017,Any notification and updates from Davis this year?,,,,,
3360,NC State,Statistics,Masters,F17,Rejected,E-mail,7 Mar 2017,A,7 Mar 2017,,,,,,
3361,Carnegie Mellon  University (CMU),"MSP, STATISTICS",Masters,F17,Other,Other,7 Mar 2017,O,7 Mar 2017,Does anyone know if the MSP program started sending out their admission letters?,,,,,
3362,Western Michigan University,Statistics,PhD,F17,Accepted,E-mail,7 Mar 2017,A,7 Mar 2017,With TA,,,,,
3363,Carnegie  Mellon University,Statistics,Masters,F17,Accepted,E-mail,7 Mar 2017,A,7 Mar 2017,,,,,,
3364,George Washingon University (GWU),Statistics,PhD,F17,Accepted,E-mail,7 Mar 2017,U,7 Mar 2017,with funding,,,,,
3365,Columbia University,Statistics,PhD,F17,Rejected,E-mail,6 Mar 2017,O,6 Mar 2017,"I'm the one who posted rejection from Columbia. I got the words from director of graduate studies, ""Our dept has a very tight year, and the offers already went out"".",,,,,
3366,Duke,A.M Statistics,Masters,F17,Rejected,E-mail,6 Mar 2017,U,6 Mar 2017,"A little bit unexpected, and quite disappointed",,,,,
3367,Rochester,A.M. Statistics,PhD,F17,Rejected,E-mail,6 Mar 2017,U,6 Mar 2017,Asked and got rejected,,,,,
3368,University Of Michigan,Applied Statistics,Masters,F17,Rejected,E-mail,6 Mar 2017,A,6 Mar 2017,Disappointing but not unexpected. Highest ranked school on my list.,3.44,160.0,165.0,4.5,
3369,"University Of Michigan, Ann Arbor",Master Of Applied Statistics,Masters,F17,Rejected,E-mail,6 Mar 2017,I,6 Mar 2017,"Not sure if it is because my last LoR was sent on Friday, or if the missing LoR was the last input needed to reject me.

Sigh...",,,,,
3370,Cornell (Ithaca),MPS In Applied Statistics,Masters,F17,Rejected,E-mail,1 Mar 2017,I,6 Mar 2017,"E-mail said the admissions committee believes I would be a great candidate for the MS in Biostatistics and Data Science, and invited me to apply there.",,,,,
3371,Rutgers,Data Science (statistics),Masters,F17,Accepted,E-mail,6 Mar 2017,A,6 Mar 2017,"email from director, said website status will be updated soon",,,,,
3372,"(University Of California, Los Angeles (UCLA)",A.M Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,U,6 Mar 2017,"Got rejected from UCLA, which is one of the top shools that I applied. Expected, but still a little frustrated.",,,,,
3373,George Washington (GWU),A.M. Statistics,PhD,F17,Accepted,E-mail,3 Mar 2017,,6 Mar 2017,Email to check website. No funding!,,,,,
3374,‌Boston University,A.M. Statistics,PhD,F17,Accepted,E-mail,1 Mar 2017,,6 Mar 2017,personalized email,,,,,
3375,University Of Pennsylvania (UPenn),A.M Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,,6 Mar 2017,email to check website,,,,,
3376,London School Of Economics & Political Science (LSE),Statistics ( Financial Statistics),Masters,F17,Accepted,E-mail,1 Dec 2017,I,5 Mar 2017,,3.71,162.0,170.0,4.5,
3377,‌Boston University,Statistics,PhD,F17,Accepted,E-mail,1 Mar 2017,A,4 Mar 2017,,,,,,
3378,George Washingon University,Applied  Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,U,4 Mar 2017,Notified by email,,,,,
3379,"University Of Michigan, Ann Arbor (Umich)",Applied Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,I,4 Mar 2017,,3.63,149.0,170.0,2.5,
3380,George Washingon University (GWU),Statistics,PhD,F17,Rejected,E-mail,4 Mar 2017,I,4 Mar 2017,,,151.0,170.0,4.0,
3381,Yale University,A.M Statistics,Masters,F17,Rejected,E-mail,11 Feb 2017,U,4 Mar 2017,"3.9/4 GPA. Statistics & Math dual degree, US public school, I somehow expect to be admitted. Sad:( After all, it's Yale. Wish other schools can send me some good news.",,,,,
3382,Baylor University,Statistics,PhD,F17,Rejected,E-mail,4 Mar 2017,I,4 Mar 2017,"One of my top choices. :( 
Feel so sad",3.45,144.0,158.0,3.0,
3383,Carnegie Mellon University (CMU),Statistics/ Joint Statistics & Machine Learning,PhD,F17,Rejected,E-mail,23 Feb 2017,A,4 Mar 2017,"domestic applicant, Statistics MS in top 5 program, no subject GRE, several publications in other fields",,,,,
3384,The University Of Pennsylvania Wharton School,A.M. Statistics,PhD,F17,Rejected,Website,4 Mar 2017,A,4 Mar 2017,"domestic applicant, Statistics MS in top 5 program, no subject GRE, several publications in other fields",,,,,
3385,The University Of Pennsylvania Wharton School,Statistics,PhD,F17,Rejected,E-mail,4 Mar 2017,A,4 Mar 2017,,3.77,169.0,170.0,5.0,
3386,UC Berkeley,A.M Statistics,Masters,F17,Accepted,E-mail,4 Mar 2017,U,4 Mar 2017,"Dream School. Can't believe this is happening, I'm thrilled!!!",,,,,
3387,UC Berkeley,A.M Statistics,Masters,F17,Accepted,E-mail,4 Mar 2017,A,4 Mar 2017,,,,,,
3388,University Of Pennsylvania (Upenn) Graduate School Of Education (GSE),"Statistics, Measurement, Assessment And Research Technology, SMART",Masters,F17,Accepted,E-mail,3 Mar 2017,U,4 Mar 2017,10k merit scholarship,,,,,
3389,Duke,Statistics MS,Masters,F17,Accepted,E-mail,4 Mar 2017,U,4 Mar 2017,Email to check website. Submitted my application right before the ddl. Come from top 20 liberal arts college. Econ major.,3.95,164.0,168.0,4.5,
3390,University Of British Columbia (UBC),Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,U,3 Mar 2017,,,,,,
3391,Columbia University,Statistics,PhD,F17,Rejected,Other,3 Mar 2017,U,3 Mar 2017,"News from Columbia: PhD Offers already went off, so no email so far = rejection",,,,,
3392,University Of British Columbia (UBC),MSc Statistics,Masters,F17,Rejected,E-mail,3 Mar 2017,A,3 Mar 2017,Expected since in past years they almost always send out acceptances in Feb,,,,,
3393,The University Of Pennsylvania Wharton,A.M Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,A,3 Mar 2017,Email to check website,3.75,167.0,159.0,3.0,
3394,The University Of Pennsylvania Wharton,Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,U,3 Mar 2017,Check Website,,,,,
3395,The University Of Pennsylvania Wharton,Statistics,PhD,F17,Rejected,E-mail,3 Mar 2017,A,3 Mar 2017,Email to check website.,4.0,165.0,165.0,4.5,
3396,University Of British Columbia(UBC),Statistics,Masters,F17,Rejected,E-mail,3 Mar 2017,U,3 Mar 2017,"Correction of the post below. Rejected, not interview. Sad.",,,,,
3397,University Of British Columbia(UBC),Statistics,Masters,F17,Interview,E-mail,3 Mar 2017,U,3 Mar 2017,,,,,,
3398,Oregon State University,Statistics,Masters,F17,Accepted,E-mail,17 Feb 2017,A,3 Mar 2017,Waitlisted for funding.,3.78,156.0,164.0,0.0,
3399,"University Of Ann Arbor, University",Statistics,PhD,F16,Accepted,E-mail,3 Mar 2017,I,3 Mar 2017,Emailed from professor that interviewed me.,,,,,
3400,University Of British Columbia (UBC),Statistics,Masters,F17,Rejected,E-mail,3 Mar 2017,U,3 Mar 2017,,3.65,160.0,167.0,4.0,770.0
3401,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,U,3 Mar 2017,,,,,,
3402,"University Of Michigan, Ann Arbor (Umich)",Applied Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,I,3 Mar 2017,Had some research experiences and good reference letters,,,,,
3403,Duke,Statistics,Masters,F17,Rejected,E-mail,3 Mar 2017,U,3 Mar 2017,So sad..... This is my dream program,,,,,
3404,Washington University in St. Louis (WashU/WUSTL),Statistics,Masters,F17,Accepted,Website,3 Mar 2017,U,3 Mar 2017,"Rejected by Duke, accepted by WashU!
Good luck to everyone!",3.6,156.0,169.0,3.0,
3405,Rutgers (New Brunswick),Statistics And Biostatistics,PhD,F17,Rejected,Website,1 Mar 2017,A,2 Mar 2017,"Just randomly checked the website and found out, no email or letter.",,,,,
3406,James Madison University (JMU),Applied Statistics And Research Methods,PhD,F17,Rejected,E-mail,15 Jan 2017,A,2 Mar 2017,"Didn't have a strong enough stats background- offered me MA instead, but I declined",,162.0,154.0,5.0,
3407,George Washington (GWU),Statistics,Masters,F17,Accepted,Website,2 Mar 2017,A,2 Mar 2017,"No funding, still extremely excited!!!",,,,,
3408,UBC,Statistics,Masters,F17,Rejected,E-mail,2 Mar 2017,U,2 Mar 2017,Social science BA,3.77,167.0,161.0,4.0,
3409,Purdue University,Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,A,2 Mar 2017,Not funded. I applied to the PhD program and got this instead. I will decline as I have been accepted with funding to a PhD program that is a better fit for me.,3.91,161.0,168.0,4.0,
3410,University Of Michigan,Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,U,2 Mar 2017,,,,,,
3411,(SUNY) Stony Brook,App. Math&Statistics,PhD,F17,Accepted,E-mail,2 Mar 2017,U,2 Mar 2017,statistics track,,,,,
3412,"University Of Michigan, Ann Arbor",Applied Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,U,2 Mar 2017,,,,,,
3413,Duke University,A.M Statistics,Masters,F17,Rejected,Website,2 Mar 2017,U,2 Mar 2017,,,,,,
3414,ETH,Applied Mathematics & Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,O,2 Mar 2017,,,,,,
3415,Stanford University,Statistics (Data Sciences),Masters,F17,Other,E-mail,2 Mar 2017,I,2 Mar 2017,"To the SPAM ""Accepted"" poster below. Just called the department. NO RESULTS are out yet. So, it's a HOAX.",,,,,
3416,Florida State University,Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,A,2 Mar 2017,"Received an assistantship offer as well, huge!",3.44,160.0,165.0,4.5,
3417,"University Of Michigan, Ann-Arbor",Statistics,PhD,F17,Rejected,E-mail,2 Mar 2017,A,2 Mar 2017,,,,,,
3418,University Of Michigan,Applied Statistics,Masters,F17,Accepted,E-mail,2 Mar 2017,U,2 Mar 2017,Social Science BA. Most math classes taken as non-degree student after graduation. Mostly A's on those classes,3.77,167.0,161.0,4.0,
3419,Kansas State University (KSU),Statistics,PhD,F17,Wait listed,E-mail,2 Mar 2017,I,2 Mar 2017,Waitlisted for GTA. Please reject offer if you do not plan to attend. My top school. Thank you,,,,,
3420,UCLA,Statistics,PhD,F17,Rejected,Website,2 Mar 2017,A,2 Mar 2017,,,,,,
3421,Carnagie Mellon University (CMU),Statistics,Masters,F17,Other,Other,2 Mar 2017,A,2 Mar 2017,Any updates on MSP program? new notifications?,,,,,
3422,UCLA,Statistics,PhD,F17,Rejected,Website,2 Mar 2017,U,2 Mar 2017,,,,,,
3423,"(University Of California, Los Angeles (UCLA)",Statistics,PhD,F17,Rejected,E-mail,2 Mar 2017,,2 Mar 2017,,,,,,
3424,Duke Univerisity,Statistics Science,Masters,F17,Accepted,E-mail,1 Mar 2017,I,2 Mar 2017,,,156.0,169.0,3.5,
3425,The University Of Nebraska - Lincoln,Statistics,PhD,F17,Accepted,E-mail,2 Mar 2017,I,2 Mar 2017,"No word on funding yet. If anyone has received an offer with funding and does not want to go, please reject. I would be grateful",,,,,
3426,University Of Michigan,Applied Statistics,Masters,F17,Accepted,E-mail,1 Mar 2017,A,2 Mar 2017,,3.4,160.0,162.0,6.0,
3427,UC Santa Cruz (UCSC),Statistics And Applied Mathematics MS,Masters,F17,Accepted,E-mail,2 Mar 2017,I,2 Mar 2017,,,,,,
3428,Penn State (Pennsylvania State University),Statistics,PhD,F17,Rejected,E-mail,2 Mar 2017,U,2 Mar 2017,emailed to ask,,,,,
3429,"University Of California, San Diego (UCSD)",Mathematics (statistics),PhD,F17,Accepted,E-mail,1 Mar 2017,A,2 Mar 2017,PhD in mathematics with a specialization in statistics.,,,,,
3430,UC San Diego,Mathematics (Statistics),PhD,F17,Accepted,E-mail,2 Mar 2017,U,2 Mar 2017,"Two preparing papers, three letters all based on long term research. It's already March and it's my first offer, so don't lose your hope!",3.5,154.0,170.0,3.0,870.0
3431,Duke University,Statistics,Masters,F17,Accepted,Website,1 Mar 2017,I,1 Mar 2017,Received email to check the website. Korean Undergrad,3.9,160.0,168.0,4.5,
3432,Purdue University,Statistics,PhD,F17,Accepted,E-mail,1 Mar 2017,I,1 Mar 2017,With TA funding.,,,,,
3433,ีUniversity Of Maryland - College Park (UMD),Statistics,PhD,F17,Accepted,E-mail,1 Mar 2017,U,1 Mar 2017,"Heard unofficial news last week, received official letter today.",,,,,
3434,"University Of Michigan, Ann Arbor",Applied  Statistics,Masters,F17,Accepted,E-mail,1 Mar 2017,A,1 Mar 2017,,,,,,
3435,Cornell Uniersity,MPS In Applied Statistics,Masters,F17,Rejected,E-mail,1 Mar 2017,I,1 Mar 2017,Refer to MS in Biostatistics and Data Science,,,,,
3436,ีUniversity Of Wisconsin - Madison,Statistics,PhD,F17,Accepted,E-mail,1 Mar 2017,A,1 Mar 2017,,3.96,168.0,169.0,4.0,
3437,"(University Of California, Los Angeles (UCLA)",A.M. Statistics,PhD,F17,Accepted,E-mail,27 Mar 2017,A,1 Mar 2017,"For those who got into the UCLA Statistics program, how's your funding package looking? I feel like I'd struggle to afford living around UCLA (at least compared to other programs) with $21k/9 months and rent being ~$1300/month. What do you all think?",,,,,
3438,University Of Maryland - College Park,AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,F17,Accepted,E-mail,28 Feb 2017,I,28 Feb 2017,Excited! Top choice!,,,,,
3439,University Of Texas Austin (UT Austin / UTA),Statistics,PhD,F17,Accepted,E-mail,28 Feb 2017,A,28 Feb 2017,,3.8,160.0,168.0,4.5,
3440,(Arizona State University) ASU,Statistics,PhD,F17,Accepted,E-mail,27 Feb 2017,U,28 Feb 2017,"No funding, was told I have chance if others decline. Please declide the offer if you are not attending, my only hope of my phd career. No money means dream break down. Thank you!",,,,,
3441,Columbia University (GSAS),Statistics,Masters,F17,Accepted,Website,27 Feb 2017,U,28 Feb 2017,"Undergrad CS, Econ, and math majors. Top 20 ranked institution.",3.69,169.0,163.0,4.0,
3442,University Of Texas At Austin (UT Austin),A.M Statistics,PhD,F17,Rejected,E-mail,28 Feb 2017,U,28 Feb 2017,,,,,,
3443,Auburn University,Mathematics And Statistics,PhD,F17,Accepted,E-mail,28 Feb 2017,U,28 Feb 2017,"Full funding, GTA",,,,,
3444,Colorado State University (CSU),Statistics,PhD,F17,Rejected,E-mail,14 Feb 2017,U,28 Feb 2017,,,,,,
3445,University Of Minnesota - Twin Cities (UMN),A.M Statistics,PhD,F17,Accepted,E-mail,28 Feb 2017,I,28 Feb 2017,Interviewed through Skype on 02/22.,,,,,
3446,Penn State (PSU) University Park,Applied Statistics,Masters,F17,Rejected,E-mail,16 Feb 2017,U,27 Feb 2017,,,,,,
3447,The University Of Notre Dame,Applied And Computational Mathematics And Statistics (ACMS),Masters,F17,Accepted,E-mail,23 Feb 2017,U,27 Feb 2017,,3.25,151.0,170.0,4.0,
3448,"(University Of California, Los Angeles (UCLA)",Statistics,PhD,F17,Accepted,E-mail,24 Feb 2017,I,27 Feb 2017,,,,,,
3449,ีUniversity Of Maryland,"AMSC (Applied Mathematics & Statistics, And Scientific Computation)",PhD,F17,Accepted,E-mail,27 Feb 2017,A,27 Feb 2017,,3.9,163.0,165.0,5.0,
3450,      University Of Florida (Gainesville),A.M Statistics,PhD,F17,Accepted,E-mail,27 Feb 2017,I,27 Feb 2017,,,,,,
3451,University Of Chicago,Statistics,PhD,F17,Wait listed,E-mail,27 Feb 2017,I,27 Feb 2017,Please decline the offer if you have a better one. Thanks so much!!!,,,,,
3452,University Of Wisconsin Madison,Statistics,PhD,F17,Accepted,E-mail,27 Feb 2017,A,27 Feb 2017,"Guaranteed funding, 5 years",3.84,169.0,166.0,5.0,
3453,Yale  University,Statistics,PhD,F17,Wait listed,E-mail,24 Feb 2017,I,27 Feb 2017,Please decline the offer if you have a better one. Thanks so much!!!,,,,,
3454,Columbia  University,A.M Statistics,Masters,F17,Accepted,E-mail,27 Feb 2017,U,27 Feb 2017,,3.68,156.0,168.0,3.5,
3455,Carnegie  Mellon University (CMU),Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,U,26 Feb 2017,"To the posters below: did you receive a separate decision for statistics PhD and Joint ML and Statistics PhD? I received a generic rejection letter with subject line ""CMU SCS Admissions Decision"" and it didn't mention if I am rejected by which program. Thanks!",,,,,
3456,The University Of Connecticut,Statistics,Masters,F17,Rejected,E-mail,8 Feb 2017,A,26 Feb 2017,,,,,,
3457,George Washingon University,Statistics,Masters,F17,Rejected,E-mail,16 Feb 2017,A,26 Feb 2017,,,,,,
3458,American Univeristy,Statistics,Masters,F17,Accepted,E-mail,10 Feb 2017,A,26 Feb 2017,,,,,,
3459,Virginia Tech,Statistics,PhD,F17,Accepted,E-mail,24 Feb 2017,A,26 Feb 2017,Accepted but with no word on funding,4.0,159.0,162.0,4.0,
3460,"""University Of Washington Seattle",A.M Statistics,Masters,F17,Rejected,E-mail,23 Feb 2017,,26 Feb 2017,,3.8,158.0,155.0,5.0,
3461,Carnegie  Mellon University (CMU),Joint Machine Learning And Statistics,PhD,F17,Rejected,E-mail,20 Feb 2017,A,26 Feb 2017,"""...received over 700 applications this year""",,,,,
3462,University Of Chicago,A.M Statistics,Masters,F17,Accepted,Website,24 Feb 2017,A,25 Feb 2017,Got email saying to check website. Working in finance for 2 years.,3.58,169.0,166.0,4.5,
3463,ีืUniversity Of Chicago,A.M Statistics,Masters,F17,Rejected,E-mail,25 Feb 2017,I,25 Feb 2017,,,,,,
3464,University Of Chicago,Statistics,Masters,F17,Wait listed,E-mail,25 Feb 2017,A,25 Feb 2017,"American with degree abroad. If you've been accepted and don't want to go, please do reject so we get a chance.",3.95,160.0,162.0,4.0,
3465,University Of Wisconsin,Statistics,PhD,F17,Accepted,E-mail,25 Feb 2017,A,25 Feb 2017,Email accepting me with funding,3.94,163.0,167.0,4.0,
3466,Carnegie Mellon University (CMU),Statistics,PhD,F17,Rejected,E-mail,25 Feb 2017,A,25 Feb 2017,Email rejecting me from stats and joint stats/ml programs,3.94,163.0,167.0,4.0,
3467,University Of Chicago,A.M. Statistics,Masters,F17,Rejected,E-mail,25 Feb 2017,I,25 Feb 2017,,,,,,
3468,Virginia Tech,Statistics,PhD,F17,Accepted,E-mail,25 Feb 2017,I,25 Feb 2017,,,,,,
3469,University Of Chicago,Statistics,Masters,F17,Rejected,E-mail,24 Feb 2017,I,25 Feb 2017,,3.82,161.0,170.0,4.0,
3470,University Of Chicago,A.M Statistics,Masters,F17,Wait listed,E-mail,25 Feb 2017,I,25 Feb 2017,waitlist or rejection...,,,,,
