,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
4943,Purdue University,Statistics,Masters,F15,Other,Other,2 Apr 2015,O,2 Apr 2015,Anyone heard from them yet?,,,,,
4944,Northwestern,Statistics,PhD,F15,Accepted,E-mail,2 Apr 2015,U,2 Apr 2015,"Phone interviewed two weeks ago, was told that I was on the waiting list. Today, an offer is made. Will accept",3.89,155.0,169.0,3.5,
4945,University Of North Carolina At Chapel Hill,Statistics,Masters,F15,Other,E-mail,2 Apr 2015,O,2 Apr 2015,"I think the reason why those who did not have response from UNC  is that you may contact to a wrong person. I emailed to Christine Keat, she gave response immediately, anyway...
I wrote email on March 27th, the response was that ""Offers of admission are being at this time, and will continue through early April."" Good luck to everyone!",,,,,
4946,Cornell University,"Applied Statistics, MPS",Masters,F15,Accepted,E-mail,31 Mar 2015,U,1 Apr 2015,Probably won't go,3.9,169.0,162.0,4.0,
4947,UCLA,Statistics,PhD,F15,Wait listed,Other,20 Mar 2015,U,1 Apr 2015,"Emailed to ask Vice Chair, he told me I'm wait-listed. Anyone had an idea about how many people are on the wait list? Feel like they won't release the result till after Apr.15th. Can't take the risk to let other offers expire.",,,,,
4948,George Washington University,Statistics,PhD,F15,Accepted,E-mail,31 Mar 2015,U,1 Apr 2015,One email saying I'm rejected by PhD program. The other one 3 days later saying I'm admitted by PhD program but WITH NO FUNDING. So confused.,3.6,156.0,170.0,0.0,
4949,Cornell University,Applied Statistics,Masters,F15,Wait listed,E-mail,1 Apr 2015,I,1 Apr 2015,,3.68,154.0,166.0,0.0,
4950,Cornell University,Statistics,Masters,F15,Wait listed,E-mail,1 Apr 2015,I,1 Apr 2015,,3.72,146.0,167.0,3.0,
4951,Cornell,Statistics,Masters,F15,Rejected,E-mail,1 Apr 2015,U,1 Apr 2015,,,,,,
4952,Harvard,Statistics,Masters,F15,Rejected,Postal Service,1 Apr 2015,,1 Apr 2015,,3.9,168.0,170.0,5.0,830.0
4953,Cornell University,Applied Statistics,Masters,F15,Accepted,E-mail,31 Mar 2015,U,1 Apr 2015,,3.93,155.0,165.0,3.5,
4954,Arizona State University,Statistics,PhD,F15,Rejected,E-mail,30 Mar 2015,U,31 Mar 2015,,3.5,150.0,168.0,3.5,
4955,UCSB,Statistics,PhD,F15,Rejected,E-mail,31 Mar 2015,U,31 Mar 2015,"Called them six times, three times they asked me to leave my name and phone number but never called back, two times asked me to call back later, and one time no one answered. Received a rejection half an hour after the last call. I guess we just hate each other now LOL Going to a better program though.",3.9,160.0,170.0,4.5,
4956,UCSB,Statistics,PhD,F15,Rejected,Website,31 Mar 2015,I,31 Mar 2015,,,650.0,800.0,0.0,
4957,Boston University,Statistics,PhD,F15,Other,E-mail,31 Mar 2015,U,31 Mar 2015,"To the poster below, what is the email address to inquire about the application status? Thank you!",,,,,
4958,Stony Brook University,Applied Mathematics And Statistics,Masters,F15,Accepted,E-mail,31 Mar 2015,U,31 Mar 2015,,,,,,
4959,Boston University,Statistics,PhD,F15,Wait listed,E-mail,31 Mar 2015,A,31 Mar 2015,"""Informal waiting list."" Sent e-mail inquiring about status.",3.81,157.0,164.0,5.0,
4960,NYU Stern,Statistics,PhD,F15,Rejected,Website,31 Mar 2015,U,31 Mar 2015,,,,,,
4961,University Of California - Irvine,Statistics,PhD,F15,Accepted,E-mail,6 Feb 2015,I,30 Mar 2015,"Received the offer in Feb, accepted officially yesterday happily with great possibility working in machine learning. Really look forward to the life at Irvine.",3.85,170.0,152.0,3.0,95.0
4962,New York University (NYU) Stern,Statistics,PhD,F15,Rejected,E-mail,30 Mar 2015,U,30 Mar 2015,"Got Chicago and Columbia but rejected by Stern, why, nonsense.",,,,,
4963,University Of Illinois At Urbana-Champaign (UIUC),Statistics,Masters,F15,Accepted,E-mail,30 Mar 2015,A,30 Mar 2015,Rejected from PhD few weeks ago. Accepted to MS program today. No funding.,,,,,
4964,New York University (NYU) Stern,Statistics,PhD,F15,Rejected,E-mail,30 Mar 2015,U,30 Mar 2015,,,,,,
4965,University Of California Davis,Statistics,PhD,F15,Wait listed,E-mail,30 Mar 2015,A,30 Mar 2015,Emailed department and told I am currently waitlisted.,,,,,
4966,University Of Florida,Statistics,PhD,F15,Rejected,E-mail,30 Mar 2015,U,30 Mar 2015,"Emailed to ask status, receive rejection.",,,,,
4967,Northwestern University,Statistics,PhD,F15,Rejected,E-mail,30 Mar 2015,A,30 Mar 2015,Sent email to grad chair. Probably pretty safe to assume a rejection if you haven't heard anything at this point.,3.81,164.0,157.0,5.0,
4968,UNC Chapel Hill,Statistics And Operations Research,PhD,F15,Other,Other,30 Mar 2015,A,30 Mar 2015,"Sent inquiry to UNC INSTORE Student Services Manager regarding PhD admission decisions and the following is the response I received on 3/25/2015:  ""We are in the process of making decisions, and will continue to notify accepted students up until April 15.""",,,,,
4969,Teachers College Columbia Universiy,Applied Statistics,Masters,F15,Accepted,E-mail,28 Mar 2015,U,30 Mar 2015,,3.83,153.0,170.0,3.0,
4970,UNC-Chapel Hill,Statistics,PhD,F15,Other,Other,30 Mar 2015,O,30 Mar 2015,"So do I. I hate UNC. Asked several times, but never replied.",,,,,
4971,UNC,Statistics,Other,F15,Other,Other,30 Mar 2015,O,30 Mar 2015,Any master applicants to the statistics program received anything? I emailed their admissions director and a staff for many times but never get a response. I think this is ridiculous and I should put UNC into a blacklist.,,,,,
4972,Florida State University,Statistics,Masters,F15,Accepted,E-mail,28 Mar 2015,A,29 Mar 2015,"Accepted with partial tuition waiver, no assistantship. Two actuarial exams passed.",3.91,156.0,161.0,5.0,
4973,UNC-Chapel Hill,Statistics And Operation Research,Masters,F15,Other,Website,28 Feb 2015,I,28 Mar 2015,Answer to the post below: I applied for the INSTORE program.,,,,,
4974,University Of North Carolina At Chapel Hill,Statistics,PhD,F15,Accepted,E-mail,27 Mar 2015,I,28 Mar 2015,"To the post below, where do you come from? Have you decided to go to UNC? I am from China(FDU) and from what I know, there will be 2 or 3 Chinese go to their PhD program this year. Maybe we can exchange our contact information somewhere.",,,,,
4975,Ohio State University,Statistics,PhD,F15,Rejected,E-mail,28 Mar 2015,U,28 Mar 2015,"When ""safe"" school is no longer safe. I should have withdrawn before they sent that letter.
Lower rank school cares more about your GRE rather than your research potential.",,,,,
4976,Columbia University,Statistics,Masters,F15,Accepted,Website,28 Mar 2015,A,28 Mar 2015,Unfunded. Applied to PhD program and was rejected 1 week ago.,3.81,157.0,164.0,5.0,
4977,Texas A&M University,Statistics,PhD,F15,Rejected,E-mail,28 Mar 2015,U,28 Mar 2015,,,,,,
4978,Colorado State,Statistics,PhD,F15,Wait listed,E-mail,26 Mar 2015,A,28 Mar 2015,"To the poster below, I received an email yesterday asking if I was still interested in the program, so they are starting to take people off the waiting list. I declined (have another offer), so good luck!",,,,,
4979,Texas A&M,Statistics,PhD,F15,Rejected,E-mail,28 Mar 2015,I,28 Mar 2015,Email from the chair man saying no admission before April 15th,,,,,
4980,Colorado State University,Statistics,PhD,F15,Wait listed,E-mail,27 Feb 2015,U,27 Mar 2015,"They said will contact me no later than Mar 27th to update the status, but still did not receive any information. Does anyone on the waiting list got updated?",,,,,
4981,UCSD,Statistics,Masters,F15,Accepted,E-mail,27 Mar 2015,A,27 Mar 2015,,3.63,165.0,165.0,3.5,
4982,George Washington University,Statistics,PhD,F15,Rejected,Website,27 Mar 2015,U,27 Mar 2015,......,,,,,
4983,George Washington University,Statistics,Masters,F15,Accepted,E-mail,27 Mar 2015,I,27 Mar 2015,"I was rejected on Ph.d program two weeks ago, and I just got another decision e-mail, which noticed me I got master program offer. But I would like to wait for a while.",3.3,155.0,170.0,3.0,
4984,UNC,Statistics And Operations Research,Masters,F15,Other,Other,27 Mar 2015,O,27 Mar 2015,"To the one got acceptance, did you apply to the INSTORE or Statistics program? Since these two are processed separately. Thanks",,,,,
4985,UNC Chapel Hill,Statistics,PhD,F15,Accepted,E-mail,27 Mar 2015,I,27 Mar 2015,,,,,,
4986,UCSD,Statistics,Masters,F15,Rejected,E-mail,27 Mar 2015,U,27 Mar 2015,Dream school. Wish I could go there. So sad because they sent it 1:55am CPT,,,,,
4987,UNC-Chapel Hill,Statistics And Operation Research,Masters,F15,Other,E-mail,27 Feb 2015,I,27 Mar 2015,"To the post below: Yes, I got my AD at the end of February, and I declined a few days ago. The reason why you haven't heard back from the department for quite a long time is probably because the department asks people who got AD to reply before 5/15 instead of 4/15(very weird). So the waits would be even longer...... Hope it helps! Best of luck to both of you!",,,,,
4988,University Of Rochester,Statistics,PhD,F15,Rejected,E-mail,27 Mar 2015,U,27 Mar 2015,emailed to check website,,,,,
4989,UCLA,Statistics,Masters,F15,Wait listed,E-mail,26 Mar 2015,A,26 Mar 2015,"If you haven't heard yet, you are waitlisted. They won't send reevaluate applications until after April 15 :/",,,,,
4990,University Of Rochester,Statistics,PhD,F15,Rejected,E-mail,26 Mar 2015,U,26 Mar 2015,,,,,,
4991,Northwestern University,Statistics,PhD,F15,Rejected,Other,26 Mar 2015,A,26 Mar 2015,I finally emailed the department chair to ask about admission and he said I was not made an offer.,,,,,
4992,University Of North Carolina At UNC-Chapel Hill,Statistics And Operations Research,Masters,F15,Other,Other,26 Mar 2015,A,26 Mar 2015,"I haven't heard anything. From what I can see, one acceptance was sent really early—February 28. Not sure what went on there, but it looks like historically they send out decisions in early April.",,,,,
4993,University Of North Carolina At UNC-Chapel Hill,Statistics And Operations Research,Masters,F15,Other,Other,26 Mar 2015,A,26 Mar 2015,"has anyone heard back from the Statistics department yet, for masters?",,,,,
4994,UCLA,Statistics,PhD,F15,Rejected,E-mail,26 Mar 2015,A,26 Mar 2015,"Entry below is supposed to say ""Rejected.""",,,,,
4995,UCLA,Statistics,PhD,F15,Accepted,E-mail,26 Mar 2015,A,26 Mar 2015,Oh well.,3.62,162.0,164.0,5.0,
4996,University Of Texas San Antonio,Applied Statistics,Masters,F15,Accepted,E-mail,18 Mar 2015,U,26 Mar 2015,,,,,,
4997,University Of California Los Angeles (UCLA),Statistics,PhD,F15,Rejected,E-mail,26 Mar 2015,A,26 Mar 2015,,,,,,
4998,University Of Michigan-Ann Arbor,Applied Statistics,Masters,F15,Accepted,E-mail,25 Mar 2015,I,26 Mar 2015,"I was on the waitlist of the first round of offers, and got admission in the second round.",3.72,159.0,165.0,3.5,
4999,University Of Connecticut,Statistics,PhD,F15,Rejected,Website,26 Mar 2015,I,26 Mar 2015,,,,,,
5000,University Of Connecticut,Statistics,PhD,F15,Rejected,Website,26 Mar 2015,I,26 Mar 2015,,,,,,
5001,New York University (NYU) Stern,Statistics,PhD,F15,Other,Other,25 Mar 2015,I,25 Mar 2015,"To the above, so they have already made their decisions? Dream place.",3.97,162.0,170.0,4.0,94.0
5002,New York University (NYU) Stern,Statistics,PhD,F15,Rejected,E-mail,25 Mar 2015,A,25 Mar 2015,Emailed the professor in charge of the program and found out they will not be making me an offer.,3.55,164.0,168.0,5.0,
5003,Rice University,Statistics,Masters,F15,Rejected,E-mail,25 Mar 2015,U,25 Mar 2015,,,,,,
5004,UConn,Statistics,PhD,F15,Rejected,Website,25 Mar 2015,U,25 Mar 2015,,,,,,
5005,University Of Connecticut,Statistics,PhD,F15,Rejected,Website,25 Mar 2015,U,25 Mar 2015,,,,,,
5006,Rice Univeristy,Statistics,Masters,F15,Rejected,E-mail,25 Mar 2015,U,25 Mar 2015,,3.49,0.0,166.0,0.0,
5007,Rice University,Statistics,PhD,F15,Rejected,E-mail,25 Mar 2015,U,25 Mar 2015,,,,,,
5008,University Of Pittsburgh,Statistics,PhD,F15,Accepted,E-mail,24 Mar 2015,I,25 Mar 2015,,,,,,
5009,University Of Missouri - Columbia,Statistics,PhD,F15,Rejected,E-mail,24 Mar 2015,A,25 Mar 2015,,,,,,
5010,Columbia University,Statistics,Masters,F15,Rejected,E-mail,25 Mar 2015,I,25 Mar 2015,6th straight rejection,,146.0,167.0,3.0,
5011,Northern Arizona University,Statistics,Masters,F15,Rejected,Postal Service,24 Mar 2015,I,24 Mar 2015,,,,,,
5012,UC Santa Barbara,Statistics,PhD,F15,Rejected,Website,24 Mar 2015,A,24 Mar 2015,,,,,,
5013,University Of California Santa Barbara (UCSB),Statistics And Applied Probability,PhD,F15,Rejected,Website,24 Mar 2015,A,24 Mar 2015,Email to check web site.,3.81,157.0,164.0,5.0,
5014,UCSB,Statistics And Applied Probability,PhD,F15,Rejected,E-mail,24 Mar 2015,I,24 Mar 2015,e-mail to check website.,,,,,
5015,Duke University,Statistics,Masters,F15,Rejected,E-mail,24 Mar 2015,U,24 Mar 2015,,4.0,163.0,170.0,4.0,910.0
5016,Duke,Statistics,Masters,F15,Rejected,E-mail,24 Mar 2015,I,24 Mar 2015,,3.95,155.0,164.0,4.0,
5017,University Of Vermont,Statistics,Masters,F15,Accepted,E-mail,8 Mar 2015,I,24 Mar 2015,my first ad,3.0,170.0,145.0,3.0,
5018,Duke University,Statistics,Masters,F15,Rejected,E-mail,24 Mar 2015,I,24 Mar 2015,,,,,,
5019,NCSU,Statistics,PhD,F15,Rejected,Website,23 Mar 2015,U,24 Mar 2015,First got wait listed on Jan.29th.,3.92,161.0,170.0,3.5,
5020,UCDavis,Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,I,24 Mar 2015,,3.4,168.0,151.0,3.0,
5021,Rutgers,Statistics,PhD,F15,Wait listed,E-mail,23 Mar 2015,U,23 Mar 2015,Got a mail that I am wait listed.,,,,,
5022,University Of South Florida,Statistics,PhD,F15,Accepted,E-mail,11 Mar 2015,U,23 Mar 2015,TA wait-listed.,,,,,
5023,University Of Pennsylvania (Wharton),Statistics,PhD,F15,Rejected,Website,22 Mar 2015,I,22 Mar 2015,"I saw the other reject notifications here on gradcafe (march 20th), and then I went on the website and saw the reject letter (weirdly enough, I did not get the email notification). Anyway, too bad, Wharton seemed like an amazing program, but I've got another Ivy League offer that I will (now with 100% certainty) accept.",,,,,
5024,McMaster Univeristy,Statistics,Masters,F15,Rejected,E-mail,22 Mar 2015,I,22 Mar 2015,,,,,,
5025,Rutgers,Statistics,PhD,F15,Other,Other,20 Mar 2015,U,21 Mar 2015,I called program coordinator. He said there are 20+ people on an unordered waiting list.,,,,,
5026,Florida State University,Statistics,PhD,F15,Accepted,E-mail,21 Mar 2015,U,21 Mar 2015,Without Funding. 呵呵.,,,,,
5027,Florida State University,Statistics,PhD,F15,Accepted,E-mail,20 Mar 2015,U,21 Mar 2015,no fund,,,,,
5028,Boston University,Statistics,Masters,F15,Accepted,E-mail,12 Mar 2015,I,20 Mar 2015,,,,,,
5029,Denver University,Research Methods And Statistics,Masters,F15,Accepted,Postal Service,20 Mar 2015,A,20 Mar 2015,"$16,000 scholarship offered ($8,000 per year for two years). I've declined this because I already accepted an offer for a Ph.D. program.",4.0,160.0,155.0,5.0,
5030,University Of Toronto,Statistics,Masters,F15,Accepted,E-mail,20 Mar 2015,O,20 Mar 2015,Canadian from Canadian undergrad.  Fully funded with tuition waiver.  Will be declining as have already accepted other offer.,,,,,
5031,Southern Methodist University (SMU),Statistics,PhD,F15,Rejected,E-mail,20 Mar 2015,U,20 Mar 2015,,,,,,
5032,Florida State University,Statistics,PhD,F15,Accepted,E-mail,20 Mar 2015,I,20 Mar 2015,"First good news, but unfunded...",,,,,
5033,UCSB,Statistics,PhD,F15,Rejected,Website,20 Mar 2015,U,20 Mar 2015,,,,,,
5034,UCSB,Statistics,Masters,F15,Rejected,E-mail,20 Mar 2015,U,20 Mar 2015,,,,,,
5035,UCSB,Statistics,Masters,F15,Rejected,E-mail,20 Mar 2015,A,20 Mar 2015,,3.63,165.0,165.0,3.5,
5036,UCSB,Statistics,Masters,F15,Rejected,Website,20 Mar 2015,U,20 Mar 2015,,,,,,
5037,Columbia,Statistics,Masters,F15,Rejected,Website,9 Mar 2015,A,20 Mar 2015,,,,,,
5038,Stanford,Statistics,Masters,F15,Rejected,E-mail,9 Mar 2015,A,20 Mar 2015,,,,,,
5039,UNC-Chapel Hill,Statistics,PhD,F15,Accepted,Phone,20 Mar 2015,A,20 Mar 2015,,,,,,
5040,University Of North Carolina - Chapel Hill,Statistics,PhD,F15,Accepted,E-mail,20 Mar 2015,U,20 Mar 2015,Email to check website. Funding decided later.,,,,,
5041,Baruch,Statistics,Masters,F15,Accepted,E-mail,16 Mar 2015,U,20 Mar 2015,,,,,,
5042,Rutgers University,Statistics,Masters,F15,Rejected,E-mail,20 Mar 2015,I,20 Mar 2015,,3.72,146.0,167.0,3.0,
5043,University Of Massachusetts - Amherst,Statistics,PhD,F15,Rejected,Website,20 Mar 2015,A,20 Mar 2015,,,,,,
5044,University Of Chicago,Statistics,Masters,F15,Rejected,E-mail,15 Feb 2015,I,20 Mar 2015,,3.6,149.0,168.0,3.0,
5045,Yale,Statistics,Masters,F15,Rejected,E-mail,18 Feb 2015,I,20 Mar 2015,,3.6,0.0,168.0,0.0,
5046,Johns Hopkins University (JHU),Mathematics And Statistics,Masters,F15,Rejected,E-mail,10 Mar 2015,I,20 Mar 2015,,3.6,149.0,168.0,3.0,
5047,Columbia,Statistics,Masters,F15,Rejected,Website,25 Feb 2015,I,20 Mar 2015,,3.6,0.0,168.0,0.0,
5048,PSU (Penn State),Statistics,Masters,F15,Rejected,E-mail,18 Mar 2015,I,20 Mar 2015,"Low GRE verbal & writing scores leads to the rejection, said by the director.",3.6,149.0,168.0,3.0,
5049,Cornell University,Applied Statistics,Masters,F15,Rejected,E-mail,15 Mar 2015,I,20 Mar 2015,,,,,,
5050,LSE,Statistics,Masters,F14,Rejected,E-mail,19 Mar 2015,I,20 Mar 2015,,,,,,
5051,University Of Pennsylvania (Wharton),Statistics,PhD,F15,Rejected,E-mail,20 Mar 2015,I,20 Mar 2015,,,,,,
5052,"Upenn, Warton",Statistics,PhD,F15,Rejected,E-mail,20 Mar 2015,I,20 Mar 2015,Email to check website status.,,,,,
5053,UPenn,Statistics,PhD,F15,Rejected,E-mail,19 Mar 2015,I,19 Mar 2015,,,,,,
5054,Upenn Wharton,Statistics,PhD,F15,Rejected,Website,19 Mar 2015,A,19 Mar 2015,Not surprised at all,,,,,
5055,Rutgers,Statistics,PhD,F15,Other,E-mail,19 Mar 2015,U,19 Mar 2015,Anybody still waiting for reply from Rutgers? I have dropped a mail to them several times but no reply.,,,,,
5056,Johns Hopkins University,Applied Mathematics And Statistics,PhD,F15,Rejected,E-mail,11 Mar 2015,U,19 Mar 2015,,,,,,
5057,University Of Pennsylvania (Wharton),Statistics,PhD,F15,Rejected,Website,19 Mar 2015,I,19 Mar 2015,,,,,,
5058,University Of Pennsylvania (Wharton),Statistics,PhD,F15,Rejected,E-mail,19 Mar 2015,U,19 Mar 2015,Well.,,,,,
5059,Rice University,Statistics,Masters,F15,Accepted,E-mail,17 Mar 2015,U,19 Mar 2015,,,,,,
5060,Stanford University,Statistics,Masters,F15,Rejected,E-mail,9 Mar 2015,U,19 Mar 2015,,,,,,
5061,UCLA,Statistics,Masters,F15,Rejected,Website,13 Mar 2015,U,19 Mar 2015,,,,,,
5062,Southern Methodist University,Statistics,PhD,F15,Wait listed,E-mail,19 Mar 2015,U,19 Mar 2015,email to ask the status and was told in the wait list. Last chance so hope those who have better offers could decline ASAP. many thanks,3.56,152.0,170.0,3.0,
5063,Purdue,Statistics,PhD,F15,Accepted,E-mail,19 Mar 2015,A,19 Mar 2015,,,,,,
5064,Columbia University,Statistics,PhD,F15,Wait listed,E-mail,19 Mar 2015,A,19 Mar 2015,"Wait listed on 2/26, then rejected 3/17, and then today got an email telling me it was a mistake and asking if I want to go back on the wait list.",,,,,
5065,UC Berkeley,Statistics,Masters,F15,Rejected,Website,19 Mar 2015,I,19 Mar 2015,wasn't going anyway.,,,,,
5066,Columbia University,Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,I,19 Mar 2015,,,,,,
5067,UC Berkeley,Statistics,Masters,F15,Rejected,E-mail,19 Mar 2015,I,19 Mar 2015,,3.72,146.0,167.0,3.0,
5068,UCSB,Statistics,Masters,F15,Accepted,E-mail,18 Mar 2015,U,19 Mar 2015,,3.9,149.0,170.0,3.0,
5069,University Of Toronto,Statistics,Masters,F15,Accepted,E-mail,13 Mar 2015,I,19 Mar 2015,,,,,,
5070,Duke University,Statistics,Masters,F15,Other,Other,18 Mar 2015,O,18 Mar 2015,To the post below. Did you email them or they send out rejection? I applied January and haven't heard back. They don't even reply to emails! I hate this university...,,,,,
5071,Duke University,Statistics And Economics Modeling,Masters,F15,Rejected,E-mail,18 Mar 2015,U,18 Mar 2015,,,,,,
5072,Columbia University,Statistics,PhD,F15,Rejected,Website,18 Mar 2015,A,18 Mar 2015,,3.62,168.0,165.0,4.0,
5073,Rice University,Statistics,Masters,F15,Rejected,E-mail,18 Mar 2015,U,18 Mar 2015,We regret to inform you that.........,,,,,
5074,Columbia,Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,A,18 Mar 2015,"Nope, oh well.",,,,,
5075,Baylor University,Statistics,PhD,F15,Accepted,E-mail,18 Mar 2015,A,18 Mar 2015,Green is my favorite color :),4.0,161.0,162.0,4.5,
5076,University Of Texas At San Antonio (UTSA),Applied Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,A,18 Mar 2015,I was told that the program did not accept any applicants this time due to funding issues.,4.0,161.0,162.0,4.5,
5077,Columbia,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,A,18 Mar 2015,,,,,,
5078,Columbia University,Statistics,PhD,F15,Rejected,Website,18 Mar 2015,A,18 Mar 2015,"Expected, but got hopes up after not being in yesterday's round. Under consideration for masters.",3.81,157.0,164.0,5.0,
5079,Boston University,Statistics,PhD,F15,Wait listed,E-mail,18 Mar 2015,U,18 Mar 2015,"Hi, anyone who received the offer from Mathematics and Statistics Department at Boston University, if you have better options, could you please decline this one? Thank you so much for your help, wish you best in the future. I really need this offer, thank you again.",,,,,
5080,Berkeley,Master Of Statistics,Masters,F15,Rejected,E-mail,18 Mar 2015,O,18 Mar 2015,,3.7,150.0,167.0,3.0,
5081,UC Berkeley,Statistics,Masters,F15,Rejected,Website,18 Mar 2015,A,18 Mar 2015,,,154.0,167.0,3.5,
5082,UC Davis,Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,U,18 Mar 2015,,,,,,
5083,NCSU,Statistics,PhD,F15,Accepted,E-mail,18 Mar 2015,A,18 Mar 2015,MS applied math with stat/OR concentration,3.86,159.0,166.0,4.5,
5084,Ohio State University,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,I,18 Mar 2015,,,,,,
5085,"University Of California, Davis",Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,I,18 Mar 2015,,,,,,
5086,Columbia University,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,A,18 Mar 2015,na na na na hey hey hey goodbye,4.0,158.0,168.0,5.0,
5087,Columbia University,Statistics,PhD,F15,Rejected,Website,17 Mar 2015,U,18 Mar 2015,Receive an email to check website.,3.7,600.0,800.0,3.5,890.0
5088,UC Davis,Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,I,18 Mar 2015,,,,,,
5089,Columbia,Statistics,PhD,F15,Rejected,E-mail,18 Mar 2015,I,18 Mar 2015,,,,,,
5090,Duke University,Statistics (MSS),Masters,F15,Wait listed,E-mail,18 Mar 2015,I,18 Mar 2015,"Wait listed by Duke MSS. If you decide not to go for it, please decline. Thank you so much! This is my only hope for now.",,,,,
5091,Columbia University,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,U,17 Mar 2015,Emailed to check website,,,,,
5092,Berkeley,Statistics,Masters,F15,Accepted,E-mail,17 Mar 2015,A,17 Mar 2015,,,,,,
5093,Ucla,Statistics,Masters,F15,Accepted,E-mail,17 Mar 2015,U,17 Mar 2015,,,,,,
5094,UCLA,Statistics,Masters,F15,Accepted,E-mail,17 Mar 2015,A,17 Mar 2015,,,,,,
5095,Duke University,Statistics,Masters,F15,Wait listed,E-mail,17 Mar 2015,U,17 Mar 2015,"placed on the waitlist. People who are planning to attend other schools, please please decline the offer to give me a chance. Thank you!",,,,,
5096,UCLA,Statistics,Masters,F15,Other,Other,17 Mar 2015,A,17 Mar 2015,"There were tons of rejections last week. Has anyone been accepted? The decision page still has a ""no decision has been made"" status :/",,,,,
5097,Columbia University,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,A,17 Mar 2015,,3.91,162.0,170.0,4.5,
5098,Columbia,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,U,17 Mar 2015,Email to check website,,,,,
5099,UC Davis,Statistics,PhD,F15,Rejected,E-mail,17 Mar 2015,I,17 Mar 2015,,,,,,
5100,Villanova,Applied Statistics,Masters,F15,Accepted,E-mail,17 Mar 2015,A,17 Mar 2015,Pleasantly surprised by the quick turnaround - this was the last program I applied to but the first program I heard back from. Notified via official email.,,,,,
5101,University Of Michigan,Applied Statistics,Masters,F15,Rejected,E-mail,16 Mar 2015,U,17 Mar 2015,,3.36,149.0,167.0,3.5,
5102,NYU,Applied Statistics For Social Science Research,Masters,F15,Accepted,E-mail,17 Mar 2015,I,17 Mar 2015,,3.9,166.0,162.0,4.5,
5103,Oxford,Applied Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,U,17 Mar 2015,,,,,,
5104,Mcgill University,Statistics,PhD,F15,Wait listed,E-mail,17 Mar 2015,I,17 Mar 2015,Please!!!! Would you decline the statistics Ph.D. offer to a better one?  I need this opportunity so much!,,,,,
5105,University Of Michigan,Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,U,17 Mar 2015,,,,,,
5106,NYU,Applied Statistics For Social Science Research,Masters,F15,Other,Other,17 Mar 2015,O,17 Mar 2015,To the poster below- any form of notification in the online application portal? I am yet to hear back from them and fearing the worst. Can you also please share your score? Thanks and congratulations.,,,,,
5107,U Of Florida,Statistics,PhD,F15,Accepted,E-mail,17 Mar 2015,I,17 Mar 2015,,3.89,145.0,169.0,3.0,800.0
5108,NYU,Applied Statistics In Social Science Research (A3SR),Masters,F15,Accepted,E-mail,17 Mar 2015,I,17 Mar 2015,"Informed via unofficial email. Official correspondence to follow.
",,,,,
5109,University Of Waterloo,Statistics,Masters,F15,Rejected,Website,17 Mar 2015,I,17 Mar 2015,"So sad, graduated from Waterloo in 2014. =(",4.0,160.0,167.0,4.0,
5110,University Of Oxford,Applied Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,I,17 Mar 2015,"Disappointed but not surprised at all....It's oxford, after all.",,,,,
5111,University Of Michigan,Statistics,Masters,F15,Rejected,E-mail,17 Mar 2015,I,17 Mar 2015,,3.7,168.0,154.0,3.0,
5112,UC Davis,Statistics,PhD,F15,Accepted,E-mail,16 Mar 2015,U,16 Mar 2015,Had a video chat two weeks ago.,3.93,154.0,170.0,4.5,
5113,UC Davis,Statistics,Masters,F15,Rejected,E-mail,16 Mar 2015,A,16 Mar 2015,,3.63,165.0,165.0,3.5,
5114,NYU,Applied Statistics In Social Science Research (A3SR),Masters,F14,Accepted,E-mail,16 Mar 2015,A,16 Mar 2015,"First program I've heard back from! Accepted via an informal email from the program directors, with official correspondence to come in the next few days.",,,,,
5115,GWU,Statistics,PhD,F15,Rejected,E-mail,16 Mar 2015,U,16 Mar 2015,,,,,,
5116,George Washington University,Statistics,Masters,F15,Rejected,Website,16 Mar 2015,A,16 Mar 2015,Email to check website,,,,,
5117,Iowa State,Statistics,PhD,F15,Accepted,E-mail,4 Feb 2015,A,15 Mar 2015,"MS applied math with stat/OR concentration, some research experience",3.86,159.0,166.0,4.5,
5118,Penn State,Statistics,PhD,F15,Accepted,E-mail,16 Feb 2015,A,15 Mar 2015,"MS applied math with stat/OR concentration, some research experience",3.86,159.0,166.0,4.5,
